worker_id,name,skill_set,experience_level,availability,health_status,past_performance,job_sites,productivity_score
347,Kimberly Kim,Roofing,Advanced,Available,Major Issues,5,J,3.0
348,Julian Avila,Plumbing,Beginner,Available,Minor Issues,8,H,5.12
349,Jason Hendricks,HVAC,Advanced,Unavailable,Healthy,2,D,2.4
350,Marcus Robinson,HVAC,Intermediate,Unavailable,Healthy,9,F,9.0
351,James Webb,Drywall,Beginner,Unavailable,Healthy,10,D,8.0
352,Michael Keller,Electrical,Beginner,Available,Healthy,8,A,6.4
353,Katherine Stokes,Plumbing,Intermediate,Available,Major Issues,8,F,4.0
354,Samantha Francis,Plumbing,Advanced,Unavailable,Major Issues,4,B,2.4
355,Karen Phillips,Landscaping,Intermediate,Unavailable,Major Issues,6,I,3.0
356,Jennifer Schultz,Carpentry,Advanced,Available,Healthy,4,G,4.8
357,Patrick Hernandez,Electrical,Intermediate,Unavailable,Minor Issues,7,F,5.6
358,Shawn Osborn,Carpentry,Beginner,Unavailable,Healthy,1,H,0.8
359,Gloria Torres,HVAC,Advanced,Unavailable,Healthy,6,A,7.2
360,Michael Shields,Landscaping,Advanced,Unavailable,Healthy,2,J,2.4
361,Mary Gutierrez,Painting,Intermediate,Unavailable,Major Issues,8,D,4.0
362,Laura Garcia,Flooring,Advanced,Available,Major Issues,10,A,6.0
363,William Taylor,Drywall,Intermediate,Available,Healthy,7,E,7.0
364,Gary Wright,Plumbing,Intermediate,Unavailable,Healthy,4,E,4.0
365,Stephen Kaiser,Drywall,Beginner,Unavailable,Minor Issues,4,A,2.56
366,Mary Jones,Carpentry,Intermediate,Available,Major Issues,5,I,2.5
367,Robert Wilkins,Roofing,Advanced,Available,Major Issues,10,B,6.0
368,Manuel Morgan,Flooring,Intermediate,Available,Minor Issues,7,C,5.6
369,Brian Thomas,Heavy Machinery Operation,Beginner,Unavailable,Minor Issues,5,B,3.2
370,Scott Thomas,Landscaping,Beginner,Unavailable,Healthy,9,F,7.2
371,Nicholas Hammond,HVAC,Beginner,Available,Minor Issues,8,J,5.12
372,Christina Lee,Drywall,Intermediate,Unavailable,Healthy,7,I,7.0
373,Justin Perry,HVAC,Intermediate,Available,Major Issues,1,D,0.5
374,Jason Gonzalez,Heavy Machinery Operation,Intermediate,Available,Major Issues,6,H,3.0
375,Sean Cruz,Roofing,Intermediate,Unavailable,Minor Issues,6,J,4.8
376,Michael Hayes,Drywall,Beginner,Available,Minor Issues,10,H,6.4
377,Jorge Clark,Carpentry,Beginner,Unavailable,Major Issues,5,J,2.0
378,Michael Simpson,Painting,Intermediate,Available,Healthy,3,D,3.0
379,Bradley Rice,Heavy Machinery Operation,Advanced,Available,Healthy,2,E,2.4
380,Jason Abbott,Heavy Machinery Operation,Beginner,Available,Minor Issues,3,J,1.92
381,Maria Marshall,Drywall,Advanced,Available,Major Issues,1,B,0.6
382,Kimberly James,Carpentry,Advanced,Available,Healthy,7,G,8.4
383,Jennifer Chandler,Heavy Machinery Operation,Advanced,Available,Healthy,3,C,3.6
384,Erika Owen,HVAC,Advanced,Unavailable,Minor Issues,4,A,3.84
385,Tina Dunn,Plumbing,Advanced,Unavailable,Minor Issues,5,I,4.8
386,Nicole Perkins,Flooring,Advanced,Available,Healthy,4,D,4.8
387,Lindsay Hughes,Drywall,Beginner,Unavailable,Minor Issues,2,E,1.28
388,Brenda Frazier,Plumbing,Beginner,Unavailable,Healthy,3,H,2.4
389,Daniel Brown,Electrical,Intermediate,Available,Major Issues,1,H,0.5
390,Gerald Garner,Heavy Machinery Operation,Intermediate,Unavailable,Minor Issues,2,D,1.6
391,Yesenia West,Plumbing,Beginner,Unavailable,Minor Issues,9,C,5.76
392,Briana Burgess,Electrical,Beginner,Available,Healthy,10,J,8.0
393,Kayla Robinson,Flooring,Advanced,Available,Minor Issues,10,B,9.6
394,Benjamin Mercado,Flooring,Beginner,Available,Healthy,10,F,8.0
395,Amy Thompson,Landscaping,Intermediate,Unavailable,Major Issues,7,J,3.5
396,Richard Collins,Carpentry,Advanced,Available,Major Issues,6,H,3.6
397,Theresa Oneill,Landscaping,Beginner,Available,Major Issues,7,G,2.8
398,Steven Buchanan,Heavy Machinery Operation,Intermediate,Unavailable,Minor Issues,9,A,7.2
399,Steve Wolfe,Landscaping,Advanced,Unavailable,Major Issues,2,J,1.2
400,Richard Wilkinson,Landscaping,Advanced,Unavailable,Minor Issues,7,D,6.72
401,Sara Rowland,Heavy Machinery Operation,Beginner,Unavailable,Major Issues,10,J,4.0
402,Leslie Preston,Plumbing,Advanced,Unavailable,Healthy,3,E,3.6
403,John Russell,Electrical,Intermediate,Available,Healthy,7,B,7.0
404,Daniel Martin,Landscaping,Beginner,Available,Minor Issues,5,F,3.2
405,Michelle Gibbs,Plumbing,Intermediate,Available,Minor Issues,3,F,2.4
406,Thomas Anderson,Electrical,Beginner,Unavailable,Major Issues,7,J,2.8
407,John David,Drywall,Beginner,Unavailable,Major Issues,4,G,1.6
408,Laura Brown,HVAC,Beginner,Unavailable,Healthy,5,C,4.0
409,Christopher Thomas MD,Carpentry,Advanced,Available,Minor Issues,7,D,6.72
410,Lauren Steele,Carpentry,Advanced,Available,Minor Issues,3,B,2.88
411,Jason Clark,HVAC,Beginner,Available,Major Issues,4,F,1.6
412,John Garcia,Carpentry,Intermediate,Available,Healthy,4,A,4.0
413,Mark Russell,Flooring,Advanced,Unavailable,Healthy,4,A,4.8
414,Rebecca Sanchez,Landscaping,Advanced,Available,Major Issues,10,H,6.0
415,Krista Espinoza,Flooring,Advanced,Available,Minor Issues,10,H,9.6
416,Michaela Adams,Plumbing,Beginner,Available,Major Issues,4,I,1.6
417,John Kirk,Electrical,Intermediate,Unavailable,Healthy,1,E,1.0
418,Amy Stevens,Electrical,Intermediate,Available,Minor Issues,1,B,0.8
419,Alan Charles,Carpentry,Intermediate,Available,Major Issues,4,D,2.0
420,Frances Garcia,Roofing,Advanced,Unavailable,Major Issues,1,H,0.6
421,John Jones,Roofing,Beginner,Unavailable,Healthy,6,J,4.8
422,Ronald Orr,Drywall,Advanced,Available,Healthy,6,A,7.2
423,Christie Reynolds,Heavy Machinery Operation,Intermediate,Available,Minor Issues,10,E,8.0
424,Matthew Kirby,HVAC,Intermediate,Available,Minor Issues,1,F,0.8
425,Larry Wong,Roofing,Advanced,Available,Major Issues,3,B,1.8
426,Randy Hoffman,Landscaping,Beginner,Unavailable,Minor Issues,1,J,0.64
427,Jacob Bowman,Painting,Intermediate,Unavailable,Healthy,1,I,1.0
428,Wyatt Tapia,Roofing,Advanced,Available,Major Issues,4,H,2.4
429,Lori Norris,Carpentry,Advanced,Available,Major Issues,4,G,2.4
430,Sarah Moore,Roofing,Beginner,Unavailable,Minor Issues,10,J,6.4
431,Manuel Pratt,HVAC,Beginner,Unavailable,Healthy,7,J,5.6
432,James Davenport,Flooring,Beginner,Unavailable,Major Issues,7,A,2.8
433,Sharon Burton,Flooring,Advanced,Available,Major Issues,3,C,1.8
434,Sarah Armstrong,Painting,Beginner,Available,Healthy,2,D,1.6
435,Gregory White,Plumbing,Intermediate,Unavailable,Major Issues,10,D,5.0
436,Michael Grimes,Drywall,Beginner,Available,Healthy,2,H,1.6
437,Brian Reese,Drywall,Beginner,Available,Major Issues,6,H,2.4
438,Bruce Carpenter,HVAC,Advanced,Unavailable,Healthy,2,F,2.4
439,Jeffery Flores,Heavy Machinery Operation,Advanced,Unavailable,Minor Issues,4,B,3.84
440,Cameron Porter,Flooring,Beginner,Unavailable,Healthy,7,A,5.6
441,David Harris,Heavy Machinery Operation,Advanced,Unavailable,Minor Issues,3,D,2.88
442,Tommy Rodriguez,Roofing,Advanced,Unavailable,Minor Issues,1,B,0.96
443,Amy Lewis,Electrical,Intermediate,Unavailable,Healthy,9,B,9.0
444,Melissa Simmons,Roofing,Beginner,Unavailable,Healthy,9,F,7.2
445,Rachel Williams,Painting,Intermediate,Unavailable,Minor Issues,7,E,5.6
446,Lauren Porter,Flooring,Advanced,Unavailable,Healthy,6,D,7.2
447,Matthew Haynes DDS,Heavy Machinery Operation,Beginner,Available,Healthy,10,D,8.0
448,Frederick Hernandez,Drywall,Advanced,Available,Minor Issues,5,D,4.8
449,Denise Mcdonald,Plumbing,Advanced,Available,Minor Issues,10,E,9.6
450,Manuel Baker,Drywall,Beginner,Available,Healthy,4,F,3.2
451,Maureen Rasmussen,Drywall,Beginner,Unavailable,Healthy,1,C,0.8
452,Carrie Nielsen,Roofing,Intermediate,Available,Major Issues,9,H,4.5
453,Andrew Garza,Landscaping,Advanced,Available,Major Issues,6,D,3.6
454,Christopher Jones,Flooring,Beginner,Unavailable,Major Issues,6,C,2.4
455,Jessica Lam,HVAC,Intermediate,Unavailable,Healthy,4,D,4.0
456,Michelle Bender MD,Roofing,Intermediate,Available,Healthy,2,E,2.0
457,Carlos Griffin,Flooring,Intermediate,Unavailable,Major Issues,9,H,4.5
458,Joseph Copeland,Plumbing,Beginner,Available,Healthy,7,A,5.6
459,Jose Sullivan,Plumbing,Intermediate,Unavailable,Healthy,7,I,7.0
460,Jennifer Jackson,HVAC,Beginner,Available,Minor Issues,8,F,5.12
461,Christina Rodriguez,Landscaping,Advanced,Available,Minor Issues,2,F,1.92
462,Suzanne Freeman,Heavy Machinery Operation,Advanced,Unavailable,Minor Issues,4,F,3.84
463,Caitlin Fisher,HVAC,Intermediate,Unavailable,Minor Issues,6,J,4.8
464,Lindsey Coleman,Painting,Advanced,Available,Healthy,4,I,4.8
465,Eddie Cruz,Plumbing,Intermediate,Available,Minor Issues,8,H,6.4
466,Christopher Fuentes,Plumbing,Beginner,Unavailable,Healthy,1,G,0.8
467,Larry Miller,Drywall,Beginner,Unavailable,Major Issues,10,F,4.0
468,Drew Marsh,Plumbing,Intermediate,Available,Healthy,5,C,5.0
469,Michelle Williams,HVAC,Advanced,Unavailable,Healthy,9,C,10.8
470,Zachary Mitchell,Flooring,Advanced,Unavailable,Minor Issues,3,B,2.88
471,Zachary Smith,Plumbing,Intermediate,Unavailable,Major Issues,4,A,2.0
472,Jade Santos,Heavy Machinery Operation,Beginner,Available,Minor Issues,6,H,3.84
473,Adam Martinez,Flooring,Intermediate,Available,Healthy,3,E,3.0
474,Amy Jones,Landscaping,Advanced,Unavailable,Major Issues,5,I,3.0
475,Michael Harding,Carpentry,Beginner,Unavailable,Major Issues,9,D,3.6
476,Jill Fowler,Drywall,Intermediate,Available,Major Issues,3,J,1.5
477,Brian Wright,Carpentry,Advanced,Available,Healthy,3,E,3.6
478,William Taylor,Flooring,Advanced,Unavailable,Minor Issues,2,I,1.92
479,Jacqueline Miller,HVAC,Intermediate,Unavailable,Healthy,10,I,10.0
480,Amy Pitts,Heavy Machinery Operation,Beginner,Unavailable,Minor Issues,2,C,1.28
481,John Watkins,Heavy Machinery Operation,Beginner,Unavailable,Major Issues,10,H,4.0
482,Tiffany Morgan,Drywall,Advanced,Available,Major Issues,10,G,6.0
483,Russell Meyer,Heavy Machinery Operation,Intermediate,Unavailable,Healthy,6,B,6.0
484,Cynthia Webster,Roofing,Intermediate,Unavailable,Minor Issues,5,I,4.0
485,Nicholas Herring,Drywall,Beginner,Available,Minor Issues,6,C,3.84
486,Jamie Brown,HVAC,Intermediate,Available,Minor Issues,10,J,8.0
487,Cindy Thomas,Drywall,Intermediate,Unavailable,Healthy,5,H,5.0
488,Joshua Sullivan,Heavy Machinery Operation,Beginner,Unavailable,Major Issues,7,A,2.8
489,Valerie Perry,Heavy Machinery Operation,Intermediate,Available,Healthy,2,E,2.0
490,Kaitlyn Reyes,Landscaping,Beginner,Available,Major Issues,8,B,3.2
491,Mary Nelson,Carpentry,Intermediate,Unavailable,Healthy,1,A,1.0
492,Sara Livingston,Roofing,Beginner,Unavailable,Major Issues,2,C,0.8
493,Renee Garcia,Heavy Machinery Operation,Intermediate,Available,Major Issues,2,F,1.0
494,Cesar Hanson,Landscaping,Beginner,Available,Minor Issues,9,E,5.76
495,Shane Mason,Plumbing,Intermediate,Available,Major Issues,6,C,3.0
496,Timothy Callahan,Carpentry,Advanced,Available,Major Issues,8,F,4.8
497,James Rodriguez,Flooring,Intermediate,Unavailable,Minor Issues,2,E,1.6
498,Pamela Johnson,Plumbing,Intermediate,Unavailable,Healthy,3,F,3.0
499,Michelle Mendez,Painting,Intermediate,Unavailable,Minor Issues,5,F,4.0
500,Cory Harrell,Carpentry,Beginner,Unavailable,Major Issues,9,E,3.6
501,Mark Barton,Carpentry,Advanced,Available,Minor Issues,9,F,8.64
502,Melissa James,HVAC,Beginner,Unavailable,Healthy,9,H,7.2
503,Benjamin Perez,Flooring,Advanced,Available,Major Issues,6,B,3.6
504,Alexandra Clark,HVAC,Advanced,Available,Healthy,4,J,4.8
505,Melanie Reese,Landscaping,Advanced,Unavailable,Major Issues,2,F,1.2
506,Joshua Morse,HVAC,Intermediate,Available,Minor Issues,6,E,4.8
507,Elizabeth Dorsey,Carpentry,Advanced,Unavailable,Minor Issues,3,I,2.88
508,Brittany Floyd,Carpentry,Beginner,Unavailable,Minor Issues,3,A,1.92
509,Sean Turner,HVAC,Beginner,Unavailable,Minor Issues,7,F,4.48
510,Joe Davila,Electrical,Intermediate,Available,Major Issues,8,D,4.0
511,Jennifer Phillips,Electrical,Intermediate,Unavailable,Healthy,5,I,5.0
512,Dr. James Goodman,Painting,Intermediate,Unavailable,Minor Issues,5,I,4.0
513,Samantha Bridges,Electrical,Intermediate,Available,Major Issues,1,G,0.5
514,Joseph King,Flooring,Advanced,Unavailable,Minor Issues,6,I,5.76
515,Greg Whitehead,Electrical,Beginner,Available,Minor Issues,1,H,0.64
516,Dylan Burton,Heavy Machinery Operation,Beginner,Available,Major Issues,9,D,3.6
517,Kelsey Perez,Landscaping,Advanced,Unavailable,Minor Issues,6,E,5.76
518,Brandon Price,Heavy Machinery Operation,Advanced,Unavailable,Minor Issues,8,G,7.68
519,Wesley Yang,Painting,Advanced,Unavailable,Minor Issues,6,H,5.76
520,Ashley David,Landscaping,Advanced,Available,Major Issues,4,E,2.4
521,Stacey Mueller,Landscaping,Intermediate,Available,Minor Issues,9,D,7.2
522,Albert Blanchard,Drywall,Advanced,Unavailable,Healthy,8,C,9.6
523,Amber Stevens,Drywall,Advanced,Unavailable,Healthy,10,E,12.0
524,Michael Herrera,HVAC,Advanced,Available,Minor Issues,9,I,8.64
525,Travis Mendez,Plumbing,Beginner,Unavailable,Healthy,1,J,0.8
526,Jonathan Rivera,Carpentry,Beginner,Unavailable,Healthy,6,A,4.8
527,Jacqueline Douglas,Roofing,Beginner,Unavailable,Minor Issues,2,D,1.28
528,Troy Gonzalez,Electrical,Intermediate,Unavailable,Minor Issues,6,G,4.8
529,Christina Turner,Plumbing,Advanced,Available,Healthy,1,G,1.2
530,Laura Thomas,Carpentry,Intermediate,Available,Minor Issues,5,F,4.0
531,Vicki Fernandez,Drywall,Beginner,Unavailable,Healthy,3,B,2.4
532,Andrew Schmidt,Plumbing,Intermediate,Unavailable,Healthy,3,E,3.0
533,Tonya Jones,Roofing,Beginner,Unavailable,Major Issues,2,J,0.8
534,Melissa Reed,Heavy Machinery Operation,Beginner,Unavailable,Healthy,3,E,2.4
535,Eric Jordan,Plumbing,Intermediate,Available,Healthy,8,H,8.0
536,Rebecca Vincent,Electrical,Intermediate,Unavailable,Healthy,6,I,6.0
537,Francisco Crawford,Plumbing,Beginner,Available,Minor Issues,4,A,2.56
538,Kaitlyn Pugh,Plumbing,Advanced,Available,Healthy,3,J,3.6
539,Nicole Harris,Flooring,Intermediate,Unavailable,Minor Issues,5,C,4.0
540,Anita Cole,Flooring,Intermediate,Available,Major Issues,9,H,4.5
541,Robert Bennett,Carpentry,Advanced,Unavailable,Minor Issues,1,E,0.96
542,Laurie Brown,Flooring,Beginner,Available,Major Issues,1,J,0.4
543,Roy Lopez,Drywall,Intermediate,Available,Minor Issues,3,G,2.4
544,Jeffrey Hicks,Roofing,Beginner,Available,Minor Issues,2,G,1.28
545,Ryan Vincent,Painting,Beginner,Unavailable,Healthy,8,H,6.4
546,Nicholas King,Painting,Intermediate,Unavailable,Minor Issues,7,B,5.6
547,Kayla Harris,Plumbing,Intermediate,Unavailable,Minor Issues,8,H,6.4
548,Daniel Espinoza,HVAC,Advanced,Available,Minor Issues,3,G,2.88
549,Brandi Hudson,Carpentry,Beginner,Unavailable,Healthy,10,D,8.0
550,Mrs. Erica Wilkinson,Flooring,Beginner,Unavailable,Minor Issues,4,I,2.56
551,Collin Garcia,Drywall,Beginner,Unavailable,Minor Issues,5,C,3.2
552,Erin Wilson,Drywall,Advanced,Available,Minor Issues,6,H,5.76
553,Cody Torres,Drywall,Intermediate,Available,Minor Issues,6,D,4.8
554,Alyssa Griffin,Electrical,Beginner,Available,Major Issues,6,E,2.4
555,Kyle Johnson,Landscaping,Intermediate,Available,Healthy,2,E,2.0
556,James Gray,Carpentry,Intermediate,Unavailable,Healthy,5,H,5.0
557,Shane Barber,Electrical,Advanced,Unavailable,Major Issues,10,J,6.0
558,Victor Flores,Carpentry,Advanced,Unavailable,Minor Issues,4,B,3.84
559,Matthew Rivera,Painting,Advanced,Available,Major Issues,2,H,1.2
560,Joy Griffin,Landscaping,Intermediate,Available,Minor Issues,4,E,3.2
561,Alexander Simpson,Landscaping,Advanced,Unavailable,Minor Issues,7,G,6.72
562,Victoria Scott,Heavy Machinery Operation,Advanced,Available,Healthy,5,J,6.0
563,Robert Norman,HVAC,Beginner,Unavailable,Minor Issues,2,A,1.28
564,Kimberly Cruz,Landscaping,Advanced,Available,Minor Issues,8,C,7.68
565,Benjamin Hill,Flooring,Intermediate,Available,Minor Issues,8,I,6.4
566,Dr. Luke Ferguson MD,Landscaping,Intermediate,Available,Healthy,3,D,3.0
567,Kristen Brown,Roofing,Beginner,Available,Minor Issues,5,D,3.2
568,Lindsey Hughes,Landscaping,Beginner,Available,Healthy,3,H,2.4
569,Katelyn Hanson,Plumbing,Intermediate,Unavailable,Major Issues,7,F,3.5
570,Caroline Vincent,Heavy Machinery Operation,Beginner,Available,Major Issues,1,E,0.4
571,John Robinson,Painting,Intermediate,Available,Major Issues,9,I,4.5
572,Madison Hayes,Flooring,Beginner,Unavailable,Healthy,2,A,1.6
573,Susan Pierce,Carpentry,Advanced,Unavailable,Major Issues,4,D,2.4
574,Melanie Ray,Heavy Machinery Operation,Intermediate,Available,Healthy,5,B,5.0
575,Bradley Flores,HVAC,Beginner,Unavailable,Healthy,8,F,6.4
576,David Scott,Flooring,Beginner,Unavailable,Major Issues,1,A,0.4
577,Cheryl Giles,Flooring,Intermediate,Unavailable,Healthy,7,B,7.0
578,Laura Shepherd,Drywall,Beginner,Available,Major Issues,7,D,2.8
579,Kristin Nguyen,Electrical,Beginner,Unavailable,Minor Issues,9,C,5.76
580,Thomas Brown,Roofing,Beginner,Unavailable,Major Issues,3,J,1.2
581,Ryan Vincent,Heavy Machinery Operation,Beginner,Available,Healthy,5,H,4.0
582,Cassandra Schmidt,Electrical,Intermediate,Unavailable,Major Issues,8,D,4.0
583,Jaclyn Cline,Roofing,Intermediate,Available,Minor Issues,1,B,0.8
584,Katherine Le,Painting,Intermediate,Available,Major Issues,2,E,1.0
585,Amanda Jordan,Heavy Machinery Operation,Advanced,Available,Minor Issues,3,B,2.88
586,Carolyn Lewis,Carpentry,Advanced,Unavailable,Healthy,5,G,6.0
587,Bridget Hahn,Roofing,Advanced,Available,Healthy,2,G,2.4
588,Kimberly Richardson,Roofing,Beginner,Available,Minor Issues,10,F,6.4
589,David Lamb,Heavy Machinery Operation,Beginner,Unavailable,Major Issues,7,E,2.8
590,Stephanie Williams,Painting,Beginner,Unavailable,Major Issues,6,H,2.4
591,Thomas Lopez,Roofing,Beginner,Unavailable,Healthy,4,G,3.2
592,David Ray,Landscaping,Beginner,Available,Major Issues,10,F,4.0
593,Grant Moore,HVAC,Intermediate,Unavailable,Healthy,9,G,9.0
594,Stephanie Booker,HVAC,Beginner,Unavailable,Healthy,8,D,6.4
595,Angela Smith,Roofing,Beginner,Unavailable,Major Issues,10,F,4.0
596,Tamara Mcguire,Heavy Machinery Operation,Advanced,Available,Healthy,4,A,4.8
597,Margaret Huffman,Heavy Machinery Operation,Advanced,Unavailable,Major Issues,2,I,1.2
598,Melissa Francis,Painting,Advanced,Available,Minor Issues,3,C,2.88
599,Justin Fernandez,Landscaping,Intermediate,Available,Major Issues,7,F,3.5
600,David Robinson,Electrical,Intermediate,Unavailable,Minor Issues,3,I,2.4
601,Erica Johnson,Plumbing,Advanced,Unavailable,Minor Issues,3,E,2.88
602,Kathleen Harper,Painting,Advanced,Available,Healthy,7,E,8.4
603,Samantha Johnson,Heavy Machinery Operation,Advanced,Available,Healthy,8,I,9.6
604,John Parker,Heavy Machinery Operation,Advanced,Unavailable,Minor Issues,10,B,9.6
605,Matthew Simpson,Drywall,Beginner,Available,Minor Issues,1,F,0.64
606,Kevin Zuniga,Landscaping,Beginner,Available,Minor Issues,2,F,1.28
607,Jill Case,Electrical,Intermediate,Unavailable,Healthy,8,E,8.0
608,Valerie Singleton,Roofing,Beginner,Available,Major Issues,9,A,3.6
609,Mr. Troy Hudson Jr.,Plumbing,Advanced,Unavailable,Healthy,1,C,1.2
610,Mark Mueller,Plumbing,Advanced,Available,Minor Issues,1,I,0.96
611,Joshua Ruiz,Landscaping,Beginner,Unavailable,Minor Issues,1,E,0.64
612,Jeremy Beard,Electrical,Intermediate,Available,Healthy,9,J,9.0
613,Rachel Barr,Plumbing,Beginner,Available,Healthy,7,A,5.6
614,Perry Davis,Drywall,Intermediate,Available,Healthy,8,D,8.0
615,Devin Oneill,Electrical,Beginner,Available,Major Issues,1,C,0.4
616,Kyle Mccormick,Heavy Machinery Operation,Intermediate,Unavailable,Healthy,7,J,7.0
617,Steven Wilson,Carpentry,Beginner,Unavailable,Healthy,10,D,8.0
618,Timothy Mckenzie,Painting,Advanced,Available,Minor Issues,7,I,6.72
619,Matthew Wright,Plumbing,Advanced,Available,Healthy,9,F,10.8
620,Michelle Mejia,Plumbing,Advanced,Unavailable,Major Issues,2,A,1.2
621,Sarah Bowman,Landscaping,Intermediate,Available,Healthy,7,G,7.0
622,Patricia Martinez,Painting,Advanced,Unavailable,Healthy,1,H,1.2
623,Thomas Garcia,Heavy Machinery Operation,Intermediate,Unavailable,Healthy,6,F,6.0
624,Erica Burns,Painting,Intermediate,Available,Minor Issues,2,C,1.6
625,David Alexander,Drywall,Advanced,Available,Major Issues,1,F,0.6
626,Thomas Yates,Heavy Machinery Operation,Advanced,Unavailable,Healthy,9,E,10.8
627,Michael Alexander,Landscaping,Beginner,Available,Healthy,4,F,3.2
628,Tammy Collins,Roofing,Advanced,Available,Major Issues,9,I,5.4
629,Anthony Cox,Heavy Machinery Operation,Advanced,Available,Minor Issues,5,G,4.8
630,Sean Mason,Plumbing,Intermediate,Available,Healthy,1,I,1.0
631,Timothy Thompson,Landscaping,Advanced,Unavailable,Major Issues,10,J,6.0
632,Melissa Peterson,Roofing,Advanced,Unavailable,Healthy,7,G,8.4
633,Debra Reyes,Carpentry,Beginner,Available,Minor Issues,10,D,6.4
634,John Thornton,Drywall,Beginner,Available,Major Issues,4,B,1.6
635,Rebekah Hartman,Heavy Machinery Operation,Beginner,Unavailable,Healthy,4,D,3.2
636,Jessica Lyons,Landscaping,Advanced,Unavailable,Minor Issues,9,H,8.64
637,Anna Jefferson,Carpentry,Advanced,Unavailable,Major Issues,2,G,1.2
638,Albert Ware,Plumbing,Intermediate,Available,Major Issues,6,G,3.0
639,Theresa Marshall,Landscaping,Beginner,Available,Healthy,9,C,7.2
640,Sarah Parker,Flooring,Intermediate,Unavailable,Major Issues,4,E,2.0
641,Dawn Morrow,Plumbing,Beginner,Unavailable,Minor Issues,10,H,6.4
642,Joshua Rogers,Heavy Machinery Operation,Advanced,Available,Minor Issues,2,B,1.92
643,Reginald Hansen,Drywall,Intermediate,Unavailable,Healthy,1,E,1.0
644,Emily Ruiz,Landscaping,Intermediate,Unavailable,Major Issues,1,D,0.5
645,Stephanie Martinez,Roofing,Advanced,Available,Minor Issues,2,B,1.92
646,Jeffery Ray,Drywall,Beginner,Available,Major Issues,5,I,2.0
647,Shannon Coleman,Electrical,Intermediate,Available,Major Issues,9,C,4.5
648,Melissa Jones,Plumbing,Beginner,Unavailable,Healthy,8,B,6.4
649,Cassandra Garcia,Flooring,Intermediate,Available,Minor Issues,6,E,4.8
650,Richard Jordan,Heavy Machinery Operation,Advanced,Available,Healthy,10,H,12.0
651,Nicole Rodriguez,Landscaping,Intermediate,Unavailable,Major Issues,4,F,2.0
652,Kelly Prince,Carpentry,Advanced,Available,Minor Issues,1,H,0.96
653,Frederick Le,Electrical,Advanced,Unavailable,Major Issues,8,G,4.8
654,Jesse Clements,Flooring,Intermediate,Unavailable,Major Issues,1,G,0.5
655,Joshua Blevins,Heavy Machinery Operation,Beginner,Unavailable,Major Issues,9,D,3.6
656,Stephanie Ward,Flooring,Beginner,Available,Healthy,4,F,3.2
657,Deborah Mcdowell,Drywall,Beginner,Available,Major Issues,1,A,0.4
658,April Peterson,Heavy Machinery Operation,Beginner,Unavailable,Healthy,4,A,3.2
659,Michelle Jones,Electrical,Advanced,Unavailable,Minor Issues,4,C,3.84
660,Thomas Mcfarland MD,HVAC,Intermediate,Unavailable,Minor Issues,8,G,6.4
661,Brandon Martinez,Drywall,Beginner,Unavailable,Healthy,8,H,6.4
662,Eric Roberts,Carpentry,Intermediate,Available,Healthy,6,J,6.0
663,James Parsons,Plumbing,Beginner,Unavailable,Minor Issues,6,I,3.84
664,Joseph Rivera,Flooring,Intermediate,Available,Major Issues,2,G,1.0
665,Brian Parker,Landscaping,Intermediate,Unavailable,Minor Issues,2,F,1.6
666,Brent Lynn,Heavy Machinery Operation,Beginner,Available,Healthy,9,G,7.2
667,Matthew Harper,HVAC,Advanced,Available,Major Issues,7,I,4.2
668,Sandra Smith,Electrical,Beginner,Available,Healthy,3,B,2.4
669,John Williams,Plumbing,Intermediate,Available,Minor Issues,6,J,4.8
670,Andrew Hensley,HVAC,Beginner,Unavailable,Major Issues,7,D,2.8
671,Joanna Mendez,Flooring,Beginner,Unavailable,Major Issues,8,F,3.2
672,Tammy Foster,HVAC,Beginner,Available,Healthy,1,E,0.8
673,Bradley Carter,Plumbing,Advanced,Unavailable,Major Issues,2,H,1.2
674,Laura Mahoney,Painting,Beginner,Unavailable,Major Issues,9,D,3.6
675,Stephen Stephenson,Carpentry,Advanced,Unavailable,Minor Issues,6,E,5.76
676,Michelle Willis,Painting,Beginner,Unavailable,Major Issues,7,J,2.8
677,James Alexander,Plumbing,Advanced,Available,Major Issues,6,J,3.6
678,Jennifer Velazquez,Painting,Beginner,Unavailable,Healthy,3,J,2.4
679,Robert Santiago,Electrical,Intermediate,Available,Minor Issues,5,C,4.0
680,Mark Mendoza,Carpentry,Advanced,Available,Major Issues,7,I,4.2
681,Robin Kline,Plumbing,Beginner,Available,Major Issues,3,A,1.2
682,Ricky Patel,Drywall,Advanced,Unavailable,Healthy,1,I,1.2
683,Mary Taylor,Plumbing,Intermediate,Available,Healthy,5,J,5.0
684,Patrick Osborne,Heavy Machinery Operation,Beginner,Unavailable,Healthy,4,A,3.2
685,Gina Figueroa,Heavy Machinery Operation,Beginner,Unavailable,Healthy,4,A,3.2
686,Joseph Thomas,Flooring,Beginner,Available,Major Issues,6,G,2.4
687,Kevin Chan,Painting,Intermediate,Unavailable,Minor Issues,6,F,4.8
688,Melissa Mccarthy,Flooring,Advanced,Unavailable,Minor Issues,7,J,6.72
689,Mr. James Wood,Plumbing,Intermediate,Available,Healthy,3,J,3.0
690,Allison Andrews,Landscaping,Intermediate,Unavailable,Healthy,3,D,3.0
691,Heidi Graves,Electrical,Beginner,Available,Healthy,3,B,2.4
